policy_id,customer_id,agent_id,policy_type,region,start_date,end_date,premium_amount,status,payment_method,auto_renew
POL002223,CUST000156,AGT08239,Home,British Columbia,2022-04-02,2023-04-02,5408.06,Renewed,Cheque,Yes
POL002224,CUST005686,AGT02186,Farm,Ontario,2023-10-08,2024-10-07,2760.72,Active,EFT,No
POL002225,CUST007171,AGT06079,Farm,Alberta,2022-01-28,2023-01-28,4186.11,Renewed,Credit Card,Yes
POL002226,CUST004173,AGT02091,Auto,Alberta,2024-02-09,2025-02-08,7505.68,Active,EFT,Yes
POL002227,CUST003076,AGT01152,Auto,British Columbia,2022-04-20,2023-04-20,7152.6,Active,Credit Card,Yes
POL002228,CUST000860,AGT09832,Tenant,Manitoba,2025-04-14,2026-04-14,7082.2,Cancelled,Credit Card,No
POL002229,CUST005087,AGT05811,Home,British Columbia,2022-06-02,2023-06-02,1946.23,Renewed,EFT,Yes
POL002230,CUST003758,AGT07354,Auto,Quebec,2023-01-24,2024-01-24,5492.09,Active,Cheque,Yes
POL002231,CUST001501,AGT06355,Life,Ontario,2021-12-25,2022-12-25,3625.08,Lapsed,Credit Card,No
POL002232,CUST006851,AGT04662,Farm,Saskatchewan,2023-11-10,2024-11-09,3381.95,Active,PAD,Yes
POL002233,CUST001782,AGT09225,Life,Manitoba,2025-06-25,2026-06-25,6206.59,Lapsed,EFT,No
POL002234,CUST001028,AGT01702,Home,Manitoba,2025-10-22,2026-10-22,1953.67,Active,Cheque,Yes
POL002235,CUST003945,AGT05132,Farm,British Columbia,2024-12-10,2025-12-10,653.36,Renewed,PAD,Yes
POL002236,CUST004099,AGT06640,Life,Alberta,2022-06-14,2023-06-14,4563.9,Active,Cheque,Yes
POL002237,CUST007930,AGT09765,Farm,British Columbia,2021-09-14,2022-09-14,2909.79,Renewed,PAD,Yes
POL002238,CUST007564,AGT04188,Farm,Saskatchewan,2021-05-11,2022-05-11,5690.95,Cancelled,EFT,No
POL002239,CUST001766,AGT01352,Tenant,Quebec,2025-12-17,2026-12-17,7631.18,Renewed,Credit Card,No
POL002240,CUST007146,AGT01282,Home,Ontario,2025-03-01,2026-03-01,1318.6,Renewed,Cheque,No
POL002241,CUST004997,AGT02226,Home,Manitoba,2022-02-12,2023-02-12,1149.75,Active,PAD,No
POL002242,CUST003220,AGT04105,Farm,Manitoba,2025-08-31,2026-08-31,7635.79,Active,EFT,Yes
POL002243,CUST000439,AGT07609,Commercial,British Columbia,2023-10-20,2024-10-19,566.4,Lapsed,PAD,Yes
POL002244,CUST004313,AGT02384,Home,Saskatchewan,2022-01-05,2023-01-05,7673.27,Active,PAD,Yes
POL002245,CUST002871,AGT02461,Auto,Ontario,2025-10-31,2026-10-31,5612.96,Cancelled,Credit Card,No
POL002246,CUST005764,AGT01786,Life,British Columbia,2024-12-25,2025-12-25,1351.25,Lapsed,Cheque,No
POL002247,CUST003598,AGT07424,Life,Alberta,2021-07-05,2022-07-05,4313.19,Active,EFT,No
POL002248,CUST004868,AGT07454,Farm,Quebec,2021-08-12,2022-08-12,2111.5,Active,PAD,No
POL002249,CUST007248,AGT07858,Home,Ontario,2021-01-26,2022-01-26,4794.52,Renewed,Credit Card,Yes
POL002250,CUST006832,AGT08674,Farm,Ontario,2023-07-16,2024-07-15,6305.85,Cancelled,EFT,No
POL002251,CUST003819,AGT07109,Farm,British Columbia,2024-09-22,2025-09-22,1301.34,Cancelled,Credit Card,Yes
POL002252,CUST000823,AGT09992,Auto,Manitoba,2024-10-13,2025-10-13,4996.99,Lapsed,PAD,Yes
POL002253,CUST001864,AGT09587,Tenant,Saskatchewan,2025-02-06,2026-02-06,4140.9,Active,Credit Card,Yes
POL002254,CUST000248,AGT07011,Commercial,Alberta,2022-12-23,2023-12-23,3142.93,Renewed,EFT,Yes
POL002255,CUST004363,AGT05350,Commercial,Manitoba,2023-02-27,2024-02-27,4399.16,Active,Credit Card,Yes
POL002256,CUST005169,AGT09936,Life,Quebec,2024-03-31,2025-03-31,6295.56,Cancelled,PAD,Yes
POL002257,CUST002953,AGT00176,Tenant,Quebec,2022-07-22,2023-07-22,2003.78,Renewed,EFT,Yes
POL002258,CUST002937,AGT06812,Auto,Saskatchewan,2021-05-01,2022-05-01,3110.4,Renewed,PAD,Yes
POL002259,CUST007640,AGT03341,Commercial,Alberta,2025-10-18,2026-10-18,4808.75,Active,Cheque,No
POL002260,CUST005440,AGT08793,Life,Ontario,2021-11-24,2022-11-24,7801.95,Lapsed,Credit Card,No
POL002261,CUST002366,AGT09814,Commercial,Saskatchewan,2021-01-15,2022-01-15,7893.82,Active,Credit Card,Yes
POL002262,CUST000069,AGT08107,Commercial,British Columbia,2022-02-23,2023-02-23,7058.22,Lapsed,PAD,No
POL002263,CUST000448,AGT04846,Tenant,British Columbia,2022-12-15,2023-12-15,6451.29,Lapsed,PAD,No
POL002264,CUST003039,AGT08386,Home,British Columbia,2024-01-16,2025-01-15,5846.51,Renewed,EFT,No
POL002265,CUST004794,AGT03151,Life,Quebec,2023-11-16,2024-11-15,1576.78,Active,Credit Card,No
POL002266,CUST002436,AGT01409,Commercial,British Columbia,2023-06-15,2024-06-14,4551.88,Cancelled,Cheque,Yes
POL002267,CUST007787,AGT09249,Tenant,Saskatchewan,2023-12-30,2024-12-29,2887.04,Cancelled,Cheque,Yes
POL002268,CUST002837,AGT02757,Auto,Manitoba,2022-07-21,2023-07-21,6028.28,Lapsed,Credit Card,No
POL002269,CUST007123,AGT02038,Home,Saskatchewan,2023-04-22,2024-04-21,1007.87,Cancelled,Cheque,No
POL002270,CUST004657,AGT04608,Auto,British Columbia,2025-02-16,2026-02-16,7347.22,Lapsed,Cheque,Yes
POL002271,CUST001196,AGT05016,Auto,Quebec,2022-05-19,2023-05-19,5652.07,Lapsed,PAD,No
POL002272,CUST000943,AGT05722,Commercial,Ontario,2022-10-13,2023-10-13,5847.63,Cancelled,EFT,Yes
POL002273,CUST002862,AGT06619,Commercial,Alberta,2022-04-08,2023-04-08,5121.95,Lapsed,EFT,No
POL002274,CUST003921,AGT06475,Farm,Saskatchewan,2021-05-12,2022-05-12,5967.7,Cancelled,EFT,Yes
POL002275,CUST003680,AGT09738,Tenant,Manitoba,2023-09-18,2024-09-17,1132.3,Active,Credit Card,Yes
POL002276,CUST003014,AGT08393,Farm,Quebec,2021-09-24,2022-09-24,3260.12,Renewed,Credit Card,Yes
POL002277,CUST003376,AGT09263,Farm,Manitoba,2021-06-12,2022-06-12,4021.55,Active,PAD,No
POL002278,CUST005733,AGT07584,Home,Quebec,2023-05-06,2024-05-05,2051.09,Lapsed,PAD,Yes
POL002279,CUST004951,AGT08041,Home,British Columbia,2023-08-23,2024-08-22,7029.6,Active,PAD,No
POL002280,CUST005453,AGT05793,Home,British Columbia,2021-05-26,2022-05-26,7046.31,Lapsed,PAD,No
POL002281,CUST000328,AGT01516,Life,Quebec,2024-04-14,2025-04-14,7405.73,Lapsed,EFT,Yes
POL002282,CUST003073,AGT02929,Commercial,Ontario,2023-10-17,2024-10-16,1621.56,Renewed,Credit Card,Yes
POL002283,CUST000833,AGT01816,Auto,Saskatchewan,2022-01-01,2023-01-01,2681.27,Active,EFT,No
POL002284,CUST005296,AGT07472,Life,Quebec,2022-07-10,2023-07-10,6976.35,Lapsed,Cheque,Yes
POL002285,CUST001613,AGT01337,Commercial,Saskatchewan,2021-09-29,2022-09-29,2379.54,Cancelled,EFT,No
POL002286,CUST003071,AGT02347,Home,British Columbia,2021-08-19,2022-08-19,1132.34,Cancelled,EFT,No
POL002287,CUST005553,AGT08476,Farm,Manitoba,2022-09-25,2023-09-25,587.16,Renewed,Credit Card,No
POL002288,CUST004009,AGT04023,Life,British Columbia,2022-09-16,2023-09-16,5999.31,Renewed,Cheque,No
POL002289,CUST004210,AGT03429,Tenant,Ontario,2021-08-19,2022-08-19,5080.27,Cancelled,EFT,No
POL002290,CUST001266,AGT05810,Tenant,British Columbia,2023-08-08,2024-08-07,7969.39,Renewed,Cheque,No
POL002291,CUST003202,AGT00089,Tenant,Manitoba,2022-10-06,2023-10-06,6131.2,Lapsed,PAD,Yes
POL002292,CUST000881,AGT06875,Life,Alberta,2022-10-18,2023-10-18,6989.04,Active,EFT,Yes
POL002293,CUST005883,AGT02989,Life,British Columbia,2021-07-30,2022-07-30,7319.2,Cancelled,Credit Card,Yes
POL002294,CUST006684,AGT01405,Auto,Ontario,2022-06-08,2023-06-08,5075.47,Renewed,Credit Card,No
POL002295,CUST000710,AGT05840,Home,Ontario,2023-08-11,2024-08-10,1600.44,Cancelled,EFT,Yes
POL002296,CUST007111,AGT08014,Home,Alberta,2021-08-20,2022-08-20,4243.04,Active,PAD,Yes
POL002297,CUST004798,AGT01302,Home,Alberta,2024-06-07,2025-06-07,6726.08,Lapsed,EFT,No
POL002298,CUST003009,AGT08216,Auto,Quebec,2021-05-06,2022-05-06,2179.91,Cancelled,EFT,No
POL002299,CUST005093,AGT08992,Life,Manitoba,2024-12-22,2025-12-22,6075.24,Lapsed,Credit Card,No
POL002300,CUST006505,AGT02962,Tenant,Ontario,2023-12-10,2024-12-09,6461.17,Active,PAD,Yes
POL002301,CUST006497,AGT03880,Home,Quebec,2023-06-03,2024-06-02,7599.8,Lapsed,PAD,No
POL002302,CUST006100,AGT09623,Life,Ontario,2024-05-01,2025-05-01,3851.58,Cancelled,Credit Card,Yes
POL002303,CUST007277,AGT02896,Farm,Ontario,2025-11-17,2026-11-17,6662.42,Renewed,EFT,No
POL002304,CUST001171,AGT09010,Auto,Saskatchewan,2023-12-06,2024-12-05,2381.46,Active,Credit Card,No
POL002305,CUST001075,AGT00270,Farm,Quebec,2025-10-26,2026-10-26,1098.2,Active,Credit Card,No
POL002306,CUST001816,AGT03636,Life,Alberta,2023-05-08,2024-05-07,4375.32,Active,EFT,No
POL002307,CUST005130,AGT08153,Commercial,Saskatchewan,2024-12-06,2025-12-06,2511.87,Lapsed,PAD,Yes
POL002308,CUST004724,AGT03212,Auto,Alberta,2025-10-26,2026-10-26,5457.57,Renewed,Cheque,Yes
POL002309,CUST001221,AGT09001,Life,British Columbia,2022-01-27,2023-01-27,1077.24,Active,Cheque,Yes
POL002310,CUST004625,AGT04890,Tenant,Alberta,2023-05-09,2024-05-08,3495.44,Lapsed,EFT,Yes
POL002311,CUST007393,AGT03462,Commercial,Quebec,2021-06-08,2022-06-08,6195.4,Active,Cheque,Yes
POL002312,CUST004607,AGT02662,Auto,Ontario,2025-02-13,2026-02-13,4874.9,Lapsed,PAD,No
POL002313,CUST003092,AGT09829,Commercial,Alberta,2025-07-21,2026-07-21,3574.67,Active,EFT,No
POL002314,CUST005490,AGT04777,Home,British Columbia,2023-01-23,2024-01-23,2044.67,Active,Cheque,Yes
POL002315,CUST005314,AGT03733,Home,Alberta,2021-05-22,2022-05-22,1009.72,Cancelled,Credit Card,Yes
POL002316,CUST006539,AGT04155,Tenant,British Columbia,2025-10-19,2026-10-19,2674.24,Lapsed,Cheque,No
POL002317,CUST007694,AGT05527,Farm,Quebec,2021-05-19,2022-05-19,1337.91,Cancelled,Cheque,No
POL002318,CUST001614,AGT09218,Home,Quebec,2023-02-11,2024-02-11,1883.49,Renewed,Cheque,No
POL002319,CUST005541,AGT06864,Home,Manitoba,2022-10-05,2023-10-05,949.59,Active,PAD,No
POL002320,CUST005172,AGT09452,Home,Ontario,2024-08-20,2025-08-20,6087.58,Active,PAD,No
POL002321,CUST007858,AGT05011,Farm,Alberta,2021-10-09,2022-10-09,5061.74,Renewed,Cheque,Yes
POL002322,CUST004169,AGT09118,Farm,Quebec,2021-11-07,2022-11-07,1905.07,Active,EFT,No
POL002323,CUST002492,AGT08790,Farm,Ontario,2022-12-17,2023-12-17,3541.57,Renewed,Cheque,No
POL002324,CUST007955,AGT07390,Farm,Quebec,2023-08-30,2024-08-29,4603.2,Lapsed,PAD,Yes
POL002325,CUST006031,AGT08637,Farm,Quebec,2024-07-31,2025-07-31,3841.53,Lapsed,PAD,No
POL002326,CUST003112,AGT05179,Commercial,Saskatchewan,2021-10-31,2022-10-31,4401.5,Renewed,PAD,Yes
POL002327,CUST002367,AGT05155,Home,Quebec,2021-05-05,2022-05-05,6300.11,Cancelled,Credit Card,No
POL002328,CUST003841,AGT08875,Farm,British Columbia,2021-05-22,2022-05-22,3741.62,Lapsed,Cheque,Yes
POL002329,CUST000932,AGT05018,Auto,Alberta,2022-01-19,2023-01-19,4081.37,Active,PAD,Yes
POL002330,CUST006849,AGT07252,Auto,British Columbia,2024-11-26,2025-11-26,2345.87,Lapsed,PAD,No
POL002331,CUST006050,AGT02335,Life,Saskatchewan,2022-06-11,2023-06-11,833.23,Renewed,Credit Card,Yes
POL002332,CUST007803,AGT03908,Home,British Columbia,2021-10-25,2022-10-25,6331.54,Lapsed,Credit Card,Yes
POL002333,CUST003845,AGT02497,Auto,British Columbia,2025-06-30,2026-06-30,2564.22,Cancelled,Cheque,No
POL002334,CUST000494,AGT05558,Home,British Columbia,2022-07-24,2023-07-24,5432.76,Renewed,Cheque,No
POL002335,CUST002931,AGT05533,Tenant,Manitoba,2021-04-25,2022-04-25,491.23,Cancelled,EFT,Yes
POL002336,CUST002696,AGT02514,Life,Saskatchewan,2025-11-09,2026-11-09,6847.88,Cancelled,PAD,Yes
POL002337,CUST005752,AGT09333,Life,Saskatchewan,2024-03-16,2025-03-16,1629.32,Lapsed,PAD,Yes
POL002338,CUST000720,AGT05726,Auto,Saskatchewan,2025-12-28,2026-12-28,1673.17,Lapsed,PAD,Yes
POL002339,CUST006406,AGT00799,Home,Manitoba,2021-11-08,2022-11-08,3557.08,Active,EFT,Yes
POL002340,CUST005233,AGT04697,Tenant,Quebec,2023-03-22,2024-03-21,812.66,Active,EFT,No
POL002341,CUST005335,AGT01451,Home,British Columbia,2021-09-17,2022-09-17,5384.44,Cancelled,EFT,Yes
POL002342,CUST000446,AGT02983,Auto,Quebec,2022-09-21,2023-09-21,2389.79,Lapsed,Credit Card,Yes
POL002343,CUST006136,AGT03753,Life,Saskatchewan,2025-09-07,2026-09-07,1644.56,Cancelled,Cheque,Yes
POL002344,CUST005331,AGT03695,Home,Ontario,2023-02-21,2024-02-21,7643.06,Renewed,PAD,No
POL002345,CUST007773,AGT03648,Life,Saskatchewan,2021-03-30,2022-03-30,4470.89,Renewed,EFT,Yes
POL002346,CUST007968,AGT06819,Home,British Columbia,2024-09-04,2025-09-04,2032.54,Renewed,Credit Card,No
POL002347,CUST002825,AGT09465,Life,Saskatchewan,2022-02-02,2023-02-02,4904.5,Active,EFT,No
POL002348,CUST007040,AGT00235,Auto,British Columbia,2024-08-01,2025-08-01,6095.09,Renewed,Cheque,Yes
POL002349,CUST004319,AGT01622,Home,Ontario,2025-12-07,2026-12-07,2255.56,Lapsed,Credit Card,No
POL002350,CUST001050,AGT09445,Commercial,Ontario,2021-12-30,2022-12-30,1403.09,Lapsed,Credit Card,Yes
POL002351,CUST004324,AGT06849,Tenant,Saskatchewan,2024-03-21,2025-03-21,2463.09,Active,PAD,Yes
POL002352,CUST000695,AGT08512,Home,British Columbia,2022-07-23,2023-07-23,4957.6,Renewed,EFT,Yes
POL002353,CUST001483,AGT05328,Auto,Quebec,2023-02-14,2024-02-14,6454.88,Active,PAD,Yes
POL002354,CUST004251,AGT04429,Life,Quebec,2025-08-26,2026-08-26,4394.98,Renewed,EFT,No
POL002355,CUST000604,AGT01220,Home,Manitoba,2023-08-10,2024-08-09,6934.32,Lapsed,PAD,Yes
POL002356,CUST007753,AGT07423,Farm,Quebec,2021-01-22,2022-01-22,7952.04,Cancelled,EFT,Yes
POL002357,CUST003163,AGT09893,Tenant,Quebec,2021-06-27,2022-06-27,7499.23,Lapsed,Cheque,Yes
POL002358,CUST005024,AGT01135,Tenant,Manitoba,2023-04-12,2024-04-11,5376.88,Active,Credit Card,Yes
POL002359,CUST001929,AGT07017,Commercial,Quebec,2021-01-23,2022-01-23,6439.64,Active,PAD,No
POL002360,CUST001801,AGT08022,Commercial,Manitoba,2022-04-16,2023-04-16,5040.34,Renewed,PAD,Yes
POL002361,CUST002840,AGT08529,Life,Saskatchewan,2024-12-11,2025-12-11,1843.38,Cancelled,EFT,No
POL002362,CUST004236,AGT05513,Life,Quebec,2024-08-07,2025-08-07,4360.1,Renewed,PAD,Yes
POL002363,CUST003901,AGT04837,Tenant,British Columbia,2023-01-19,2024-01-19,2090.61,Renewed,PAD,Yes
POL002364,CUST006184,AGT01685,Tenant,British Columbia,2022-05-31,2023-05-31,4910.9,Active,Credit Card,No
POL002365,CUST006393,AGT08220,Farm,Quebec,2025-02-04,2026-02-04,1816.91,Active,Credit Card,Yes
POL002366,CUST002984,AGT09896,Commercial,Ontario,2023-09-30,2024-09-29,4204.26,Renewed,PAD,Yes
POL002367,CUST004067,AGT09942,Commercial,Saskatchewan,2023-02-12,2024-02-12,1674.59,Cancelled,PAD,Yes
POL002368,CUST001419,AGT06507,Farm,Manitoba,2023-11-18,2024-11-17,5315.43,Cancelled,Credit Card,Yes
POL002369,CUST006076,AGT00469,Auto,Manitoba,2021-06-02,2022-06-02,7239.96,Active,PAD,Yes
POL002370,CUST004615,AGT02212,Tenant,Saskatchewan,2025-06-24,2026-06-24,7471.83,Renewed,PAD,Yes
POL002371,CUST001391,AGT09374,Commercial,British Columbia,2021-05-01,2022-05-01,6710.34,Cancelled,PAD,No
POL002372,CUST002498,AGT00766,Auto,British Columbia,2025-03-14,2026-03-14,6477.68,Lapsed,Credit Card,Yes
POL002373,CUST004320,AGT03410,Life,Saskatchewan,2021-11-07,2022-11-07,7160.95,Active,EFT,No
POL002374,CUST000323,AGT00932,Tenant,Alberta,2025-07-29,2026-07-29,2882.72,Lapsed,PAD,No
POL002375,CUST006697,AGT03876,Home,British Columbia,2021-09-12,2022-09-12,5023.6,Cancelled,PAD,Yes
POL002376,CUST000552,AGT03105,Auto,Saskatchewan,2024-12-05,2025-12-05,780.62,Cancelled,PAD,Yes
POL002377,CUST004700,AGT09421,Tenant,Saskatchewan,2024-01-17,2025-01-16,7616.33,Lapsed,Cheque,Yes
POL002378,CUST003030,AGT06296,Tenant,Alberta,2021-09-15,2022-09-15,5796.32,Cancelled,Cheque,No
POL002379,CUST005464,AGT04815,Tenant,Ontario,2024-12-04,2025-12-04,3602.25,Active,PAD,Yes
POL002380,CUST006974,AGT05752,Tenant,Ontario,2023-03-28,2024-03-27,2263.02,Cancelled,EFT,No
POL002381,CUST002463,AGT07676,Life,Quebec,2022-05-19,2023-05-19,3216.12,Cancelled,PAD,Yes
POL002382,CUST001667,AGT03232,Auto,Manitoba,2023-08-31,2024-08-30,5088.92,Renewed,Credit Card,No
POL002383,CUST001970,AGT02829,Home,Saskatchewan,2025-10-24,2026-10-24,3619.24,Active,PAD,Yes
POL002384,CUST003727,AGT00149,Tenant,British Columbia,2025-05-22,2026-05-22,4001.06,Renewed,Cheque,Yes
POL002385,CUST002310,AGT03280,Auto,Quebec,2024-02-18,2025-02-17,7516.85,Cancelled,Credit Card,No
POL002386,CUST004818,AGT00718,Life,Quebec,2022-09-22,2023-09-22,4580.56,Renewed,EFT,Yes
POL002387,CUST005630,AGT01830,Farm,Quebec,2023-09-12,2024-09-11,2582.24,Active,EFT,No
POL002388,CUST003838,AGT05171,Farm,Alberta,2022-04-08,2023-04-08,5499.48,Renewed,EFT,No
POL002389,CUST002996,AGT01928,Home,Saskatchewan,2021-09-29,2022-09-29,4649.56,Renewed,Cheque,No
POL002390,CUST003644,AGT01257,Home,Manitoba,2024-02-20,2025-02-19,3394.25,Renewed,Cheque,No
POL002391,CUST003720,AGT05588,Auto,Alberta,2025-10-26,2026-10-26,3309.91,Renewed,EFT,Yes
POL002392,CUST006101,AGT06222,Life,Manitoba,2023-06-02,2024-06-01,4928.82,Cancelled,Cheque,Yes
POL002393,CUST006432,AGT04682,Home,British Columbia,2022-11-22,2023-11-22,6417.5,Lapsed,PAD,No
POL002394,CUST002386,AGT07435,Tenant,British Columbia,2021-11-03,2022-11-03,6423.53,Renewed,EFT,Yes
POL002395,CUST004561,AGT05025,Commercial,Alberta,2021-11-30,2022-11-30,5667.28,Cancelled,Cheque,No
POL002396,CUST007004,AGT01207,Home,Saskatchewan,2023-01-31,2024-01-31,4097.99,Cancelled,Cheque,No
POL002397,CUST001775,AGT09378,Farm,Manitoba,2023-11-22,2024-11-21,1552.83,Cancelled,EFT,Yes
POL002398,CUST007415,AGT05916,Farm,Quebec,2024-04-28,2025-04-28,2729.66,Lapsed,Cheque,No
POL002399,CUST001510,AGT03516,Home,Manitoba,2023-06-19,2024-06-18,2890.07,Cancelled,Cheque,Yes
POL002400,CUST003372,AGT04912,Tenant,Manitoba,2025-02-12,2026-02-12,2117.79,Cancelled,EFT,Yes
POL002401,CUST004562,AGT08277,Commercial,Saskatchewan,2024-11-20,2025-11-20,7302.98,Renewed,PAD,No
POL002402,CUST004766,AGT01610,Commercial,Manitoba,2025-09-17,2026-09-17,4089.22,Cancelled,EFT,No
POL002403,CUST005740,AGT02364,Life,Manitoba,2025-03-06,2026-03-06,2697.84,Active,EFT,Yes
POL002404,CUST001771,AGT05515,Farm,Saskatchewan,2025-01-08,2026-01-08,1072.87,Renewed,PAD,No
POL002405,CUST002120,AGT07673,Commercial,Manitoba,2025-05-27,2026-05-27,7542.84,Active,PAD,No
POL002406,CUST003732,AGT06262,Commercial,Alberta,2025-06-26,2026-06-26,3874.53,Lapsed,Credit Card,Yes
POL002407,CUST001860,AGT01834,Life,British Columbia,2021-12-07,2022-12-07,4991.59,Lapsed,Credit Card,Yes
POL002408,CUST006524,AGT04561,Tenant,Alberta,2021-07-06,2022-07-06,990.47,Renewed,PAD,No
POL002409,CUST006946,AGT05052,Home,Alberta,2022-09-01,2023-09-01,5091.25,Lapsed,EFT,Yes
POL002410,CUST001065,AGT04969,Commercial,British Columbia,2025-12-02,2026-12-02,2699.2,Cancelled,PAD,Yes
POL002411,CUST003278,AGT09611,Commercial,Saskatchewan,2022-12-23,2023-12-23,5403.06,Active,Cheque,Yes
POL002412,CUST001168,AGT03306,Home,Alberta,2024-02-24,2025-02-23,3428.33,Lapsed,Cheque,No
POL002413,CUST004747,AGT05415,Tenant,Ontario,2022-02-15,2023-02-15,3307.55,Lapsed,PAD,No
POL002414,CUST007730,AGT08723,Home,Quebec,2021-01-03,2022-01-03,6543.17,Renewed,Credit Card,Yes
POL002415,CUST005384,AGT01509,Life,Alberta,2025-08-13,2026-08-13,4240.42,Cancelled,EFT,No
POL002416,CUST006283,AGT00716,Tenant,Alberta,2024-04-04,2025-04-04,7928.3,Cancelled,PAD,No
POL002417,CUST006924,AGT01129,Auto,Saskatchewan,2023-11-04,2024-11-03,835.42,Lapsed,EFT,Yes
POL002418,CUST006609,AGT08307,Home,Saskatchewan,2022-11-01,2023-11-01,952.87,Active,EFT,No
POL002419,CUST006285,AGT06608,Tenant,Quebec,2021-03-18,2022-03-18,7888.07,Active,PAD,Yes
POL002420,CUST002784,AGT01450,Tenant,Ontario,2024-01-07,2025-01-06,1451.66,Renewed,Cheque,Yes
POL002421,CUST003206,AGT06737,Commercial,Quebec,2023-12-02,2024-12-01,1286.97,Active,PAD,Yes
POL002422,CUST006941,AGT06206,Life,British Columbia,2022-01-21,2023-01-21,4596.97,Renewed,Credit Card,No
POL002423,CUST004079,AGT09547,Tenant,Quebec,2021-02-21,2022-02-21,1595.03,Active,Cheque,Yes
POL002424,CUST000732,AGT08099,Commercial,Ontario,2024-04-30,2025-04-30,5269.41,Renewed,PAD,Yes
POL002425,CUST003745,AGT06524,Life,Saskatchewan,2023-10-16,2024-10-15,4674.49,Lapsed,Credit Card,Yes
POL002426,CUST002352,AGT00756,Life,Saskatchewan,2021-12-06,2022-12-06,5851.96,Renewed,Credit Card,No
POL002427,CUST003269,AGT06816,Life,Manitoba,2022-05-18,2023-05-18,4682.94,Renewed,Credit Card,No
POL002428,CUST000864,AGT08461,Tenant,British Columbia,2021-08-27,2022-08-27,2880.91,Cancelled,PAD,Yes
POL002429,CUST006841,AGT06456,Tenant,British Columbia,2021-05-29,2022-05-29,5625.32,Active,EFT,Yes
POL002430,CUST002508,AGT06522,Farm,Saskatchewan,2025-04-25,2026-04-25,1000.24,Active,EFT,No
POL002431,CUST004640,AGT08538,Commercial,Alberta,2024-11-05,2025-11-05,3785.15,Renewed,PAD,Yes
POL002432,CUST002321,AGT00580,Tenant,Quebec,2021-12-07,2022-12-07,5819.97,Lapsed,EFT,Yes
POL002433,CUST007489,AGT04411,Life,British Columbia,2024-11-15,2025-11-15,3990.44,Cancelled,Credit Card,No
POL002434,CUST003232,AGT01078,Farm,Saskatchewan,2021-04-17,2022-04-17,2576.12,Lapsed,Cheque,Yes
POL002435,CUST005597,AGT05744,Commercial,British Columbia,2024-04-17,2025-04-17,686.38,Renewed,Cheque,No
POL002436,CUST002978,AGT02175,Tenant,Manitoba,2025-06-07,2026-06-07,2162.81,Lapsed,Credit Card,Yes
POL002437,CUST002536,AGT06074,Home,Quebec,2025-12-23,2026-12-23,2753.94,Lapsed,PAD,No
POL002438,CUST007061,AGT09741,Farm,Ontario,2024-12-13,2025-12-13,3497.88,Lapsed,Cheque,Yes
POL002439,CUST001847,AGT08471,Farm,Ontario,2021-07-30,2022-07-30,4959.85,Renewed,Cheque,No
POL002440,CUST007349,AGT04690,Life,Alberta,2023-12-17,2024-12-16,5733.67,Cancelled,PAD,Yes
POL002441,CUST007555,AGT02715,Tenant,Manitoba,2024-01-19,2025-01-18,4054.18,Lapsed,PAD,Yes
POL002442,CUST007161,AGT02707,Farm,Manitoba,2023-04-25,2024-04-24,4254.1,Lapsed,Cheque,No
POL002443,CUST002696,AGT01377,Home,Ontario,2024-08-13,2025-08-13,5775.47,Active,EFT,No
POL002444,CUST006783,AGT00861,Home,Saskatchewan,2025-03-21,2026-03-21,435.7,Renewed,Cheque,No
POL002445,CUST007660,AGT01568,Life,Manitoba,2024-11-29,2025-11-29,935.32,Lapsed,Credit Card,Yes
POL002446,CUST006181,AGT01768,Commercial,Saskatchewan,2021-05-18,2022-05-18,7292.99,Lapsed,PAD,Yes
POL002447,CUST002853,AGT06083,Farm,Quebec,2025-02-15,2026-02-15,2533.95,Active,PAD,No
POL002448,CUST006063,AGT07841,Farm,Alberta,2021-01-20,2022-01-20,7676.08,Lapsed,PAD,Yes
POL002449,CUST006987,AGT05385,Commercial,Alberta,2021-01-30,2022-01-30,5387.62,Active,EFT,No
POL002450,CUST002976,AGT04108,Commercial,Saskatchewan,2021-12-07,2022-12-07,863.73,Lapsed,Cheque,No
POL002451,CUST003724,AGT02093,Farm,Ontario,2022-07-12,2023-07-12,1148.26,Lapsed,Credit Card,Yes
POL002452,CUST004509,AGT06664,Farm,Ontario,2021-02-11,2022-02-11,5721.32,Cancelled,Credit Card,Yes
POL002453,CUST000316,AGT01709,Life,Ontario,2023-09-08,2024-09-07,2006.93,Cancelled,Cheque,No
POL002454,CUST003281,AGT03499,Tenant,Ontario,2021-06-22,2022-06-22,1313.59,Active,PAD,No
POL002455,CUST000794,AGT02534,Farm,Ontario,2025-06-27,2026-06-27,6633.79,Lapsed,EFT,Yes
POL002456,CUST007853,AGT03057,Commercial,Saskatchewan,2021-09-10,2022-09-10,6812.81,Lapsed,EFT,Yes
POL002457,CUST007637,AGT01682,Commercial,Quebec,2024-05-09,2025-05-09,743.91,Cancelled,Credit Card,Yes
POL002458,CUST003300,AGT03870,Farm,Ontario,2024-11-11,2025-11-11,6247.16,Renewed,Cheque,No
POL002459,CUST004704,AGT09609,Home,Alberta,2021-11-21,2022-11-21,832.26,Renewed,PAD,Yes
POL002460,CUST004917,AGT07047,Commercial,Alberta,2023-05-18,2024-05-17,4440.74,Lapsed,PAD,No
